heading;content;id
Committee;CCPR;https://juris.ohchr.org/Search/Details/890
Communication number(s);756/1997,;https://juris.ohchr.org/Search/Details/890
Author;Mathia Doukoure;https://juris.ohchr.org/Search/Details/890
Display name;Doukoure et al.;https://juris.ohchr.org/Search/Details/890
Victim;Mathia Doukoure and 48 others;https://juris.ohchr.org/Search/Details/890
Countries;France;https://juris.ohchr.org/Search/Details/890
Date of admissibility;29 Mar 2000;https://juris.ohchr.org/Search/Details/890
Submission date;17 May 1996;https://juris.ohchr.org/Search/Details/890
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/890
Session No;68;https://juris.ohchr.org/Search/Details/890
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/890
Comment;Pursuant to rule 85 Ms. Chanet did not participate in the examination of the present communication.;https://juris.ohchr.org/Search/Details/890
Issues;admissibility - exhaustion of domestic remedies;https://juris.ohchr.org/Search/Details/890
Articles;CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/890
Committee;CCPR;https://juris.ohchr.org/Search/Details/891
Communication number(s);891/1999,;https://juris.ohchr.org/Search/Details/891
Author;David Wayne Tamihere;https://juris.ohchr.org/Search/Details/891
Display name;Tamihere;https://juris.ohchr.org/Search/Details/891
Victim;David Wayne Tamihere;https://juris.ohchr.org/Search/Details/891
Countries;New Zealand;https://juris.ohchr.org/Search/Details/891
Date of admissibility;15 Mar 2000;https://juris.ohchr.org/Search/Details/891
Submission date;20 Nov 1997;https://juris.ohchr.org/Search/Details/891
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/891
Session No;68;https://juris.ohchr.org/Search/Details/891
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/891
Comment;;https://juris.ohchr.org/Search/Details/891
Issues;accused persons / convicted personsfair trial;https://juris.ohchr.org/Search/Details/891
Articles;CCPR-14-1CCPR-OP-2;https://juris.ohchr.org/Search/Details/891
Committee;CCPR;https://juris.ohchr.org/Search/Details/892
Communication number(s);882/1999,;https://juris.ohchr.org/Search/Details/892
Author;Chris Bech;https://juris.ohchr.org/Search/Details/892
Display name;Bech;https://juris.ohchr.org/Search/Details/892
Victim;Chris Bech;https://juris.ohchr.org/Search/Details/892
Countries;Norway;https://juris.ohchr.org/Search/Details/892
Date of admissibility;15 Mar 2000;https://juris.ohchr.org/Search/Details/892
Submission date;28 Sep 1999;https://juris.ohchr.org/Search/Details/892
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/892
Session No;68;https://juris.ohchr.org/Search/Details/892
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/892
Comment;;https://juris.ohchr.org/Search/Details/892
Issues;fair trial;https://juris.ohchr.org/Search/Details/892
Articles;CCPR-14-1CCPR-OP-2;https://juris.ohchr.org/Search/Details/892
Committee;CCPR;https://juris.ohchr.org/Search/Details/893
Communication number(s);824/1998,;https://juris.ohchr.org/Search/Details/893
Author;N. M. Nicolov;https://juris.ohchr.org/Search/Details/893
Display name;Nicolov;https://juris.ohchr.org/Search/Details/893
Victim;N. M. Nicolov;https://juris.ohchr.org/Search/Details/893
Countries;Bulgaria;https://juris.ohchr.org/Search/Details/893
Date of admissibility;24 Mar 2000;https://juris.ohchr.org/Search/Details/893
Submission date;14 Jan 1997;https://juris.ohchr.org/Search/Details/893
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/893
Session No;68;https://juris.ohchr.org/Search/Details/893
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/893
Comment;;https://juris.ohchr.org/Search/Details/893
Issues;admissibility - same matter fair trial;https://juris.ohchr.org/Search/Details/893
Articles;CCPR-14-1CCPR-OP-2CCPR-OP-5-2-a;https://juris.ohchr.org/Search/Details/893
Committee;CCPR;https://juris.ohchr.org/Search/Details/894
Communication number(s);807/1998,;https://juris.ohchr.org/Search/Details/894
Author;Ota Koutny;https://juris.ohchr.org/Search/Details/894
Display name;Koutny;https://juris.ohchr.org/Search/Details/894
Victim;Ota Koutny and his brother Antonin;https://juris.ohchr.org/Search/Details/894
Countries;Czech Republic;https://juris.ohchr.org/Search/Details/894
Date of admissibility;20 Mar 2000;https://juris.ohchr.org/Search/Details/894
Submission date;24 Jan 1997;https://juris.ohchr.org/Search/Details/894
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/894
Session No;68;https://juris.ohchr.org/Search/Details/894
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/894
Comment;;https://juris.ohchr.org/Search/Details/894
Issues;admissibility - exhaustion of domestic remediesadmissibility - ratione temporis;https://juris.ohchr.org/Search/Details/894
Articles;CCPR-OP-3CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/894
Committee;CCPR;https://juris.ohchr.org/Search/Details/895
Communication number(s);780/1997,;https://juris.ohchr.org/Search/Details/895
Author;Vladimir Petrovich Laptsevich;https://juris.ohchr.org/Search/Details/895
Display name;Laptsevich;https://juris.ohchr.org/Search/Details/895
Victim;Vladimir Petrovich Laptsevich;https://juris.ohchr.org/Search/Details/895
Countries;Belarus;https://juris.ohchr.org/Search/Details/895
Date of admissibility;20 Mar 2000;https://juris.ohchr.org/Search/Details/895
Submission date;18 Aug 1997;https://juris.ohchr.org/Search/Details/895
Date of adoption of the Views;20 Mar 2000;https://juris.ohchr.org/Search/Details/895
Session No;68;https://juris.ohchr.org/Search/Details/895
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/895
Comment;;https://juris.ohchr.org/Search/Details/895
Issues;freedom of expressionlimitations of rightsrestrictions of rights;https://juris.ohchr.org/Search/Details/895
Articles;CCPR-19-2CCPR-19-3;https://juris.ohchr.org/Search/Details/895
Committee;CCPR;https://juris.ohchr.org/Search/Details/896
Communication number(s);759/1997,;https://juris.ohchr.org/Search/Details/896
Author;George Osbourne;https://juris.ohchr.org/Search/Details/896
Display name;Osbourne;https://juris.ohchr.org/Search/Details/896
Victim;George Osbourne;https://juris.ohchr.org/Search/Details/896
Countries;Jamaica;https://juris.ohchr.org/Search/Details/896
Date of admissibility;15 Mar 2000;https://juris.ohchr.org/Search/Details/896
Submission date;12 Jun 1997;https://juris.ohchr.org/Search/Details/896
Date of adoption of the Views;15 Mar 2000;https://juris.ohchr.org/Search/Details/896
Session No;68;https://juris.ohchr.org/Search/Details/896
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/896
Comment;;https://juris.ohchr.org/Search/Details/896
Issues;admissibility - exhaustion of domestic remediescruel, inhuman or degrading treatment or punishmenteffective remedy;https://juris.ohchr.org/Search/Details/896
Articles;CCPR-7CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/896
Committee;CCPR;https://juris.ohchr.org/Search/Details/897
Communication number(s);547/1993,;https://juris.ohchr.org/Search/Details/897
Author;Apirana Mahuika et al.;https://juris.ohchr.org/Search/Details/897
Display name;Mahuika et al.;https://juris.ohchr.org/Search/Details/897
Victim;Apirana Mahuika et al.;https://juris.ohchr.org/Search/Details/897
Countries;New Zealand;https://juris.ohchr.org/Search/Details/897
Date of admissibility;27 Oct 1995;https://juris.ohchr.org/Search/Details/897
Submission date;10 Dec 1992;https://juris.ohchr.org/Search/Details/897
Date of adoption of the Views;27 Oct 2000;https://juris.ohchr.org/Search/Details/897
Session No;70;https://juris.ohchr.org/Search/Details/897
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/897
Comment;"Individual opinion submitted by Committee member Scheinin (partly dissenting)

Exact date of the admissibility decision is not included in the views; it is stated that the admissibility decisions was adopted during the 55th session";https://juris.ohchr.org/Search/Details/897
Issues;access to courtminoritiesminorities, right to enjoy own cultureself-determination;https://juris.ohchr.org/Search/Details/897
Articles;CCPR-1CCPR-14-1CCPR-27;https://juris.ohchr.org/Search/Details/897
Committee;CCPR;https://juris.ohchr.org/Search/Details/898
Communication number(s);767/1997,;https://juris.ohchr.org/Search/Details/898
Author;Zouhair Ben Said;https://juris.ohchr.org/Search/Details/898
Display name;Ben Said;https://juris.ohchr.org/Search/Details/898
Victim;Zouhair Ben Said;https://juris.ohchr.org/Search/Details/898
Countries;Norway;https://juris.ohchr.org/Search/Details/898
Date of admissibility;21 Jul 1998;https://juris.ohchr.org/Search/Details/898
Submission date;28 Oct 1996;https://juris.ohchr.org/Search/Details/898
Date of adoption of the Views;29 Mar 2000;https://juris.ohchr.org/Search/Details/898
Session No;68;https://juris.ohchr.org/Search/Details/898
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/898
Comment;An individual opinion was submitted Committee members Bhagwati, Kretzmer, Medina and Lallah (dissenting);https://juris.ohchr.org/Search/Details/898
Issues;access to courtadmissibility - exhaustion of domestic remediesdiscriminationdiscrimination on the ground of nationalityfair trialfamily rightsmarriage rightsreview of decision on admissibilitysuit at law;https://juris.ohchr.org/Search/Details/898
Articles;CCPR-14-1CCPR-17-1CCPR-23-1CCPR-23-4CCPR-26CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/898
Committee;CCPR;https://juris.ohchr.org/Search/Details/899
Communication number(s);731/1996,;https://juris.ohchr.org/Search/Details/899
Author;Michael Robinson;https://juris.ohchr.org/Search/Details/899
Display name;Robinson (Michael);https://juris.ohchr.org/Search/Details/899
Victim;Michael Robinson;https://juris.ohchr.org/Search/Details/899
Countries;Jamaica;https://juris.ohchr.org/Search/Details/899
Date of admissibility;29 Mar 2000;https://juris.ohchr.org/Search/Details/899
Submission date;09 Dec 1996;https://juris.ohchr.org/Search/Details/899
Date of adoption of the Views;29 Mar 2000;https://juris.ohchr.org/Search/Details/899
Session No;68;https://juris.ohchr.org/Search/Details/899
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/899
Comment;An individual opinion was submitted by Committee member Louis Henkin (concurring);https://juris.ohchr.org/Search/Details/899
Issues;accused persons / convicted personscruel, inhuman or degrading treatment or punishmentdefence, preparation offair trialfair trial - witnesseshuman dignitylegal assistancepresumption of innocenceright to appeal;https://juris.ohchr.org/Search/Details/899
Articles;CCPR-10-1CCPR-14-1CCPR-14-2CCPR-14-3-dCCPR-14-3-eCCPR-14-5CCPR-7CCPR-OP-2;https://juris.ohchr.org/Search/Details/899
Committee;CCPR;https://juris.ohchr.org/Search/Details/900
Communication number(s);675/1995,;https://juris.ohchr.org/Search/Details/900
Author;Simalae Toala et al.;https://juris.ohchr.org/Search/Details/900
Display name;Toala et al.;https://juris.ohchr.org/Search/Details/900
Victim;Simalae Toala et al.;https://juris.ohchr.org/Search/Details/900
Countries;New Zealand;https://juris.ohchr.org/Search/Details/900
Date of admissibility;10 Jul 1998;https://juris.ohchr.org/Search/Details/900
Submission date;19 Oct 1995;https://juris.ohchr.org/Search/Details/900
Date of adoption of the Views;02 Nov 2000;https://juris.ohchr.org/Search/Details/900
Session No;70;https://juris.ohchr.org/Search/Details/900
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/900
Comment;"Individual opinion by submitted by four Committee members: Abdelfattah Amor, Prafullachandra Natwarlal Bhagwati, Pilar Gaitan de Pombo and Hipólito Solari Yrigoyen (dissenting)

The Committee denied the request to take interim measures under rule 86 of its rules of procedures.";https://juris.ohchr.org/Search/Details/900
Issues;admissibility - exhaustion of domestic remediesadmissibility - incompatibilityadmissibility - ratione temporisarbitrary / unlawful interferencedefence, preparation ofdiscriminationfamily rightsfreedom of movementinterim measureslegal assistanceprotection of the lawrecognition as a person before the lawreview of decision on admissibility;https://juris.ohchr.org/Search/Details/900
Articles;CCPR-12-4CCPR-14-3-dCCPR-16CCPR-17CCPR-23-1CCPR-26CCPR-OP-3CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/900
Committee;CCPR;https://juris.ohchr.org/Search/Details/901
Communication number(s);948/2000,;https://juris.ohchr.org/Search/Details/901
Author;Ravi Devgan;https://juris.ohchr.org/Search/Details/901
Display name;Devgan;https://juris.ohchr.org/Search/Details/901
Victim;Ravi Devgan;https://juris.ohchr.org/Search/Details/901
Countries;Canada;https://juris.ohchr.org/Search/Details/901
Date of admissibility;30 Oct 2000;https://juris.ohchr.org/Search/Details/901
Submission date;01 Jun 2000;https://juris.ohchr.org/Search/Details/901
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/901
Session No;70;https://juris.ohchr.org/Search/Details/901
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/901
Comment;Pursuant to rule 85 of the Committee's rules of procedure, Committee member Maxwell Yalden did not participate in the consideration of the communication.;https://juris.ohchr.org/Search/Details/901
Issues;right to appeal;https://juris.ohchr.org/Search/Details/901
Articles;CCPR-14-5CCPR-OP-2;https://juris.ohchr.org/Search/Details/901
Committee;CCPR;https://juris.ohchr.org/Search/Details/902
Communication number(s);736/1997,;https://juris.ohchr.org/Search/Details/902
Author;Malcolm Ross;https://juris.ohchr.org/Search/Details/902
Display name;Ross;https://juris.ohchr.org/Search/Details/902
Victim;Malcolm Ross;https://juris.ohchr.org/Search/Details/902
Countries;Canada;https://juris.ohchr.org/Search/Details/902
Date of admissibility;18 Oct 2000;https://juris.ohchr.org/Search/Details/902
Submission date;01 May 1996;https://juris.ohchr.org/Search/Details/902
Date of adoption of the Views;18 Oct 2000;https://juris.ohchr.org/Search/Details/902
Session No;70;https://juris.ohchr.org/Search/Details/902
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/902
Comment;"Under rule 85 of the Committee's rules of procedure, Mr. Maxwell Yalden did not participate in the examination of the case.

An individual opinion was submitted by Committee member Hipólito Solari Yrigoyen (dissenting)";https://juris.ohchr.org/Search/Details/902
Issues;admissibility - exhaustion of domestic remediesfreedom of expressionfreedom of thought, conscience or religionincitement to racial discrimination, violence or hatredlimitations of rightsrestrictions of rights;https://juris.ohchr.org/Search/Details/902
